id,type,question,options,correctAnswer
47,single_choice,"____________ is a systems development technique that tests system concepts and provides an opportunity to examine input, output, and user interfaces before final decisions are made.","Scrum|Prototyping|Modeling|Rapid application development",1
48,single_choice,"Identify a method of developing systems that is well-suited to traditional project management tools and techniques.","Object-oriented analysis|Adaptive method|Structured analysis|Rapid application development",2
49,single_choice,"The ___________ method of developing systems produces code that is modular and reusable.","object-oriented analysis|adaptive|structured analysis|rapid application development",0
50,single_choice,"Which method of system development stresses intense team-based effort and reflects a set of community-based values?","Object-oriented analysis|Agile method|Structured analysis|Rapid application development",1
51,single_choice,"One of the disadvantages of ____________ methods of system development is that the overall project might be subject to scope change as user requirements change.","object-oriented analysis|agile|structured analysis|rapid application development",1
52,single_choice,"Structured analysis is a traditional systems development technique that uses a series of phases, called the _______________ , to plan, analyze, design, implement, and support an information system.","object-oriented (O-O) analysis|systems development life cycle (SDLC)|transaction processing (TP) system|enterprise resource planning system (ERP)",1
53,single_choice,"Structured analysis is called a(n) ___________ technique because it focuses on processes that transform data into useful information.","iterative|process-centered|inferred|model-specific",1
54,single_choice,"A(n) __________ shows the data that flow in and out of system processes.","process model|object model|business model|network model",0
55,single_choice,"A(n) __________ uses various symbols and shapes to represent data flow, processing, and storage.","process flow diagram|object model|data flow diagram|network model",2
56,single_choice,"In a(n) ___________ model, the result of each phase is called a deliverable, which flows into the next phase.","interactive|iterative|waterfall|spiral",2
57,single_choice,"The __________ usually begins with a formal request to the IT department, called a systems request, which describes problems or desired changes in an information system or a business process.","systems design phase|systems planning phase|systems support and security phase|systems analysis phase",1
58,single_choice,"In a systems development life cycle (SDLC) model, the purpose of the _____________ is to build a logical model of the new system.","systems analysis phase|systems implementation phase|systems design phase|systems support and security phase",0
59,single_choice,"In a systems development life cycle (SDLC) model, the purpose of the ___________ is to create a physical model that will satisfy all documented requirements for the system.","systems implementation phase|systems planning phase|systems analysis phase|systems design phase",3
60,single_choice,"During the __________ of the systems development life cycle (SDLC), a new system is constructed.","systems planning phase|systems support and security phase|systems design phase|systems implementation phase",3
61,single_choice,"The systems implementation phase of the systems development life cycle (SDLC) includes an assessment, called a ____________ , to determine whether the system operates properly and if costs and benefits are within expectation.","systems estimation|systems verification|systems validation|systems evaluation",3
62,single_choice,"During the _____________ of the systems development life cycle (SDLC), the IT staff maintains, enhances, and protects the system.","systems support and security phase|systems implementation phase|systems analysis phase|systems planning phase",0
63,single_choice,"In object-oriented analysis, objects possess characteristics called ______________.","properties|orientations|classes|inheritances",0
64,single_choice,"In object-oriented analysis, an object is a member of a(n) _______________, which is a collection of similar objects.","property|class|message|instance",1
65,single_choice,"In object-oriented design, built-in processes called ______________ can change an object's properties.","methods|functions|attributes|features",0
66,single_choice,"Agile methods typically use a(n) _______________, which represents a series of iterations based on user feedback.","incremental model|extreme model|spiral model|evaluative model",2
67,single_choice,"The ______________ group typically provides leadership and overall guidance, but the systems themselves are developed by teams consisting of users, managers, and IT staff members.","web support|application development|systems support|database administration",1
68,single_choice,"_________________ provides vital protection and maintenance services for system hardware and software, including enterprise computing systems, networks, transaction processing systems, and corporate IT infrastructure.","User support|Database administration|Systems support and security|Network administration",2
69,single_choice,"A ________________ answers questions, troubleshoots problems, and serves as a clearinghouse for user problems and solutions.","user support specialist|database administrator|web support specialist|network administrator",0
70,single_choice,"_________________ design and construct web pages, monitor traffic, manage hardware and software, and link web-based applications to a company's information systems.","User support specialists|Database administrators|Web support specialists|Network administrators",2
71,single_choice,"Many large IT departments use a(n) ____________ team that reviews and tests all applications and systems changes to verify specifications and software quality standards.","beta testing|quality assurance|alpha testing|acceptance verifier",1
72,single_choice,"A(n) _______________ investigates, analyzes, designs, develops, installs, evaluates, and maintains a company's information systems.","application developer|database administrator|network administrator|systems analyst",3
73,single_choice,"Many hardware and software companies offer _____________ for IT professionals, which verifies that an individual demonstrated a certain level of knowledge and skill on a standardized test.","spot identification|certification|education|accreditation",1
74,single_choice,"Roark has just joined a company and in his role as a lead analyst, he will be responsible for determining which systems development method the team uses to create a new application for a major medical supplier. After spending a week getting to know the members of the team, including their strengths and weaknesses, and what has worked well (and not so well) for this particular team in the past, Roark realizes that one theme keeps recurring: the team has particularly weak communications skills. Which method is Roark least likely to use, given that he knows about the disadvantages of each method?","Structured analysis|Agile/adaptive methods|Object-oriented analysis|Rapid application development",1
75,single_choice,"Roark has just joined a company and in his role as a lead analyst, he will be responsible for determining which systems development method the team uses to create a new application for a major medical supplier. It is a new day at the firm. Roark has been in place for a few weeks, strengthening the communications skills of his employees, getting them to work much better together. Now, the challenge that he faces is not an internal one; it lies with the client, which is increasingly incapable of sticking with decisions. Roark, based on his past experience with other clients like this, is afraid that the client will throw them a curveball and want to make changes late in the game—but that they also will be unwilling to absorb the costs of those changes. For this reason, which method of development will Roark eliminate?","Structured analysis|Agile/adaptive methods|Object-oriented analysis|Rapid application development",1
76,true_false,"Systems requests do not deal with factors involved in improving service.","True|False",1
77,true_false,"Internal and external factors affect every business decision that a company makes, and IT systems are no exception","True|False",0
78,true_false,"A strategic plan that stresses technology tends to create an unfavorable climate for IT projects that extends throughout an organization.","True|False",1
79,true_false,"As users rely more heavily on information systems to perform their jobs, they are likely to request even more IT services and support.","True|False",0
80,true_false,"Information systems that interact with customers usually receive low priority.","True|False",1
81,true_false,"Economic activity has a negligible influence on corporate information management.","True|False",1
82,true_false,"Most large companies rely on one person to evaluate systems requests instead of relying on a systems review committee.","True|False",1
83,true_false,"When assessing schedule feasibility, a systems analyst must consider the interaction between time and costs.","True|False",0
84,true_false,"Feasibility analysis is an ongoing task that must be performed throughout the systems development process.","True|False",0
85,true_false,"The purpose of an interview, and of the preliminary investigation itself, is to convince others that a project is justified, not to uncover facts.","True|False",1
86,true_false,"It is easier to assign dollar values to intangible than to tangible benefits.","True|False",1
87,true_false,"The Pareto chart, sometimes called a scatter diagram, is a problem-solving tool.","True|False",1
88,true_false,"In a preliminary investigation report, the findings section includes a summary of a project request and a specific recommendation.","True|False",1
89,true_false,"The letters SWOT stand for spending, weeks, overtures, and time.","True|False",1
90,true_false,"A SWOT analysis examines a firm's technical, human, and financial resources.","True|False",0
91,true_false,"A CASE tool can be used to define and document an overall environment.","True|False",0
92,true_false,"Irrespective of the development strategy used, many organizations still rely on the IT group to provide guidance when it comes to selecting tools to support strategic planning activities.","True|False",0
93,true_false,"Because significant resources are required, team leaders usually initiate large-scale projects.","True|False",1
94,true_false,"Errors or problems in existing systems can trigger requests for systems projects.","True|False",0
95,true_false,"In most organizations, the IT department receives fewer systems requests than it can actually handle.","True|False",1
96,true_false,"Many smaller companies rely on one person to evaluate system requests instead of a committee","True|False",0
97,true_false,"If a request is feasible, it is said to be necessary.","True|False",1
98,true_false,"Adding a report required by a new federal law is an example of a discretionary project.","True|False",1
99,true_false,"A constraint can involve hardware, software, time, policy, law, or cost.","True|False",0
100,true_false,"A survey is as flexible as a series of interviews, but it is more expensive.","True|False",1
101,true_false,"The Internet-of-Things (IOT) involves almost all electronic devices communicating with one another over a computer network.","True|False",0
102,true_false,"Quick Response codes contain more information than traditional bar codes, but less than RFID tags.","True|False",0
103,true_false,"A new website that enhances the company's image is an example of a tangible benefit.","True|False",1
104,true_false,"Projects that adopt agile methodology are not prone to the typical rapid changes that occur throughout the system development lifecycle.","True|False",1
105,fill_blank,"The term _____ refers to the reasons, or justifications, for a proposal.","","Business Case"
106,fill_blank,"Systems development typically starts with a _____.","","System Request"
107,fill_blank,"_____ planning is the process of identifying long-term organizational goals, strategies, and resources.","","Strategic"
108,fill_blank,"Strategic planning starts with a _____ that reflects a firm's vision, purpose, and values.","","Mission Statement"
109,fill_blank,"_____ usually focus on long-term challenges and goals, the importance of a firm's stakeholders, and a commitment to the firm's role as a corporate citizen.","","Mission Statement"
110,fill_blank,"A _____ must be achieved to fulfill a company's mission","","Critical success factor"
111,fill_blank,"The overall aim of a _____ is to avoid seeking goals that are unrealistic, unprofitable, or unachievable","","SWOT (Strengths, Weaknesses, Opportunities, and Threats) Analysis"
112,fill_blank,"Hardware-based security controls include _____.","","Biometric Devices"
113,fill_blank,"_____ limitations result when a system that was designed for a specific hardware configuration becomes obsolete when new hardware is introduced.","","Perfomance"
114,fill_blank,"_____ technology uses radio frequency identification (RFID) tags to identify and monitor the movement of each individual product, from a factory floor to the retail checkout counter.","","EPC (Electronic Product Code)"
115,fill_blank,"_____ components can provide automated responses to sales inquiries, online order processing, and inventory tracking.","","Customer Relationship Managment (CRM)"
116,fill_blank,"Electronic data interchange (EDI) enables _____ inventory systems, which rely on computer-to-computer data exchange to minimize unnecessary inventory.","","JIT (Just-In-Time)"
117,fill_blank,"Many companies implement _____ systems that integrate all customer-related events and transactions.","","CRM (Customer Relationship Managment)"
118,fill_blank,"Using _____, a supplier can use radio frequency identification (RFID) tags on each crate, case, or shipping unit to create a digital shipping list.","","EPOD (Electronic Proof of Delivery)"
119,fill_blank,"The objective of a _____ is to use the combined judgement and experience of several analysts to evaluate systems projects.","","Computer Resource Committee"
120,fill_blank,"_____ means that a proposed system will be used effectively after it has been developed.","","Operational Feasibility"
121,fill_blank,"____ refers to the practical resources needed to develop, purchase, install, or operate a system.","","Technical Feasibility"
122,fill_blank,"_____ includes ongoing support and maintenance costs, as well as acquisition costs.","","TCO (Total Cost of Ownership)"
123,fill_blank,"Of the measures of feasibility, questions such as ""Does management support the project?"" and ""Will the new system require training for users?"" would help predict a system's _____.","","Operational Feasibility"
124,fill_blank,"Of the measures of feasibility, questions such as ""Does the proposed platform have sufficient capacity for future needs?"" and ""Will the hardware and software environment be reliable?"" should be considered while assessing _____.","","Technical Feasibility"
125,fill_blank,"_____ means that the projected benefits of a proposed system outweigh the estimated costs.","","Economic Feasibility"
126,fill_blank,"Which is an example of a tangible benefit?","","An online package tracking system that improves services and decreases the need clerical staff."
127,fill_blank,"Which is an example of an intangible benefit?","","A user-friendly system that improves employee job satisfaction."
128,fill_blank,"_____ are the benefits that can be measured in dollars.","","Tangible Benefits"
129,fill_blank,"_____ are advantages that are difficult to measure in dollars but are important to a company.","","Intangible Benefits"
130,fill_blank,"_____ result from a decrease in expenses, an increase in revenues, or both.","","Tangible Benefits"
131,fill_blank,"Of the measures of feasibility, _____ assesses tangible and intangible benefits to a company in addition to costs.","","Economic Feasibility"
132,fill_blank,"_____ means that a project can be implemented in an acceptable time frame.","","Schedule Feasibility"
133,fill_blank,"When assessing _____, a systems analyst must consider the interaction between time and costs.","","Schedule Feasibility"
134,fill_blank,"Projects that provide the _____ are assigned the highest priority when setting priorities for systems requests.","","Greatest benefit, at the lowest cost, in the shortness period of time."
135,fill_blank,"Which is an example of a discretionary project?","","Which is an example of a discretionary project?"
136,fill_blank,"Projects where management has a choice in implementing them are called _____ projects.","","Discretionary"
137,fill_blank,"Projects where management has no choice in implementing them are called _____ projects.","","Nondiscretionary"
138,fill_blank,"A systems analyst conducts a preliminary investigation to study the _____ and recommend specific action.","","System Request"
139,fill_blank,"A popular technique for investigating causes and effects is called a _____ diagram.","","Fishbone"
140,fill_blank,"A _____ is an analysis tool that represents the possible causes of a problem as a graphical outline.","","Fishbone"
141,fill_blank,"Determining the _____ means defining the specific boundaries, or extent, of a project.","","Project Scope"
142,fill_blank,"To avoid the problem of _____, a project's scope should be defined as clearly as possible.","","Project Creep"
143,fill_blank,"Projects with very general scope definitions are at risk of expanding gradually, without specific authorization, in a process called _____.","","Project Creep"
144,fill_blank,"A _____ is a requirement or condition that a system must satisfy or an outcome that a system must achieve.","","Contraint"
145,fill_blank,"The objective of _____ is to gather data about project usability, costs, benefits, and schedules.","","Fact-Finding"
146,fill_blank,"A(n) _____ is not as flexible as a series of interviews, but it is less expensive, generally takes less time, and can involve a broad cross-section of people.","","Survery"
147,fill_blank,"The _____, named after a nineteenth-century economist, is a widely used tool for visualizing issues that need attention and is drawn as a vertical bar graph.","","Pareto Chart"
148,fill_blank,"Lara performs certain analyses and ensures that the company's image will not be at risk as a result of taking this project. This is an example of _____.","","Operational Feasibility"
149,fill_blank,"Lara is involved in many other projects so she appoints a project manager for this project to ensure that the project is completed on time. This is an example of _____.","","Schedule Feasibility"
150,true_false,"System developers can initiate a formal project as early as the preliminary investigation stage, or later on, as analysis, design, and implementation activities occur.","True|False",0
151,true_false,"Program Evaluation Review Technique (PERT)/Critical Path Method (CPM) and Gantt charts are mutually exclusive techniques.","True|False",1
152,true_false,"Using a work breakdown structure (WBS) allows one to manage a project as one large task.","True|False",1
153,true_false,"In most systems analysis tasks, time and people are interchangeable.","True|False",1
154,true_false,"The prior experience method to make time and cost estimates works best for large projects.","True|False",1
155,true_false,"In a Program Evaluation Review Technique (PERT)/Critical Path Method (CPM) chart, each rectangular box, called a task box, has five sections that contain important information about a task.","True|False",0
156,true_false,"When tasks must be completed one after another, they are called concurrent tasks.","True|False",1
157,true_false,"If any task along a critical path falls behind schedule, the entire project will be delayed.","True|False",0
158,true_false,"Generally, systems analysts review the work of other systems analysts, and programmers review the work of other programmers, as a form of peer review, in structured walk-throughs.","True|False",0
159,true_false,"If team members lack experience with certain aspects of the required technology, temporary help might be obtained from IT consultants or part-time staff.","True|False",0
160,true_false,"Quantitative risk analysis evaluates each risk by estimating the probability that it will occur and the degree of impact.","True|False",1
161,true_false,"Critical time is the amount of time that the task could be late without pushing back the completion date of the entire project.","True|False",1
162,true_false,"The purpose of quantitative risk analysis is to understand the actual impact in terms of dollars, time, project scope, or quality.","True|False",0
163,true_false,"The three legs of the project triangle are management, staff, and clients.","True|False",1
164,true_false,"Scheduling involves selecting and staffing the project team and assigning specific tasks to team members.","True|False",0
165,true_false,"Henry L. Gantt developed Gantt charts almost 100 years ago.","True|False",0
166,true_false,"In addition to tasks, every project has events, or milestones.","True|False",0
167,true_false,"Weight is an importance value that is added to each duration estimate.","True|False",0
168,true_false,"A project manager should never develop time and cost estimates based on the resources used for previously developed information systems.","True|False",1
169,true_false,"The task name should be unique in the project.","True|False",1
170,true_false,"The task duration is the same as the elapsed time.","True|False",1
171,true_false,"A project schedule will not be accurate if the underlying task pattern is incorrect.","True|False",0
172,true_false,"Progress reports may be given verbally to immediate supervisors, management, and users.","True|False",1
173,true_false,"GanttProject is a free open-source Java-based project management tool that is available on multiple platforms.","True|False",0
174,true_false,"Qualitative risk analysis can involve a modeling process called what-if analysis, which allows a project manager to vary one or more element(s) in a model to measure the effect on other elements.","True|False",1
175,true_false,"A risk response plan is a proactive effort to anticipate a risk and describe an action plan to deal with it.","True|False",0
176,true_false,"Frederick Brooks, Jr. observed that adding manpower to a late software project makes completion faster.","True|False",1
177,true_false,"If the project manager fails to plan, staff, organize, supervise, communicate, motivate, evaluate, direct, and control properly, then the project is certain to fail.","True|False",0
178,true_false,"Tasks are basic units of work that the project manager plans, schedules, and monitors.","True|False",0
179,true_false,"Gantt charts are more useful for scheduling, monitoring, and controlling the actual work than PERT charts.","True|False",1
180,fill_blank,"The three legs of a project triangle are _____, scope, and time.","","Cost"
181,fill_blank,"Project planning, an activity of a project manager, _____.","","Includes identifying project tasks and estimating completion times and costs"
182,fill_blank,"A project _____ negotiates with users who might have conflicting requirements or want changes that would require additional time or expense.","","Coordinator"
183,fill_blank,"Project scheduling, an activity of a project manager, _____.","","Involves staffing, which includes selecting the project team and assignment specific tasks to team members."
184,fill_blank,"Project monitoring, an activity of a project manager, _____.","","Requires guiding, supervising, and coordinating and project team's workload"
185,fill_blank,"Project reporting, an activity of a project manager, _____.","","Includes information managment, users and the project team about the progress of a project."
186,fill_blank,"Effective project reporting requires _____.","","Strong communicaiton skills"
187,fill_blank,"A _____ involves breaking a project down into a series of smaller tasks.","","Workdown breakdown structure (WBS)"
188,fill_blank,"The first step in the creation of a Program Evaluation Review Technique (PERT)/Critical Path Method (CPM) chart is to _____.","","Identify all the project tasks"
189,fill_blank,"Using a(n) _____, a project manager can convert task start and finish times to actual dates by laying out the entire project on a calendar.","","Program Evaluation Review Technique (PERT) chart"
190,fill_blank,"A _____ chart displays complex task patterns and relationships.","","Program Evalution review technique (PERT)"
191,fill_blank,"The first step in creating a work breakdown structure (WBS) is to _____.","","List all the tasks"
192,fill_blank,"A(n) _____ is a recognizable reference point that can be used to monitor progress.","","Event"
193,fill_blank,"A _____ represents the work that one person can complete in one day.","","Person-Day"
194,fill_blank,"The _____ is the most pessimistic outcome of a task.","","Worst-Case Estimate (W)"
195,fill_blank,"A(n) _____ is a condition, restriction, or requirement that the system must satisfy.","","Constraint"
196,fill_blank,"A _____ might involve maximums for one or more resources, such as time, dollars, or people.","","Contraint"
197,fill_blank,"A _____ cannot be started until a previous task is completed.","","Dependent Tasks"
198,fill_blank,"Two or more _____ depend on a predecessor task.","","Concurrent Tasks"
199,fill_blank,"When several tasks can start at the same time, each is called a(n) _____ task.","","Concurrent"
200,fill_blank,"Often, two or more concurrent tasks depend on a single prior task, which is called a _____.","","Predecessor Task"
201,fill_blank,"When two or more concurrent tasks depend on a single prior task, each of the concurrent tasks is called a(n) _____.","","Successor Task"
202,fill_blank,"A(n) _____ is a series of tasks that, if delayed, would affect the completion date of the overall project.","","Critical Path"
203,fill_blank,"Project managers always must be aware of the _____, so they can monitor the vital tasks and keep a project on track.","","Critical Path"
204,fill_blank,"A _____ is a sequence of tasks that has no slack time.","","Critical Path"
205,fill_blank,"A _____ is a review of a project team member's work by other members of a team.","","Structured Walk-Through"
206,fill_blank,"When maintaining schedules, if enough _____ and frequent checkpoints exist, problems will be detected rapidly.","","Milestones"
207,fill_blank,"_____ give team members of a project an opportunity to share information, discuss common problems, and explain new techniques.","","Project Status Meetings"
208,fill_blank,"_____ give the project managers an opportunity to seek input and conduct brainstorming sessions.","","Project Status Meetings"
209,fill_blank,"_____ is a full-featured program that holds the dominant share of the project management software market.","","Microsoft Project"
210,fill_blank,"A _____ consists of horizontal bars, connected with arrows that indicate task dependencies.","","Gantt Chart"
211,fill_blank,"A _____ displays the same information as the Gantt chart, including task dependencies, but uses task boxes to include much more detail.","","Network Diagram"
212,fill_blank,"_____, a free cloud-based project management tool, runs in a browser window, so there is no software to install to use it.","","Gantter"
213,fill_blank,"A(n) _____ is an event that could affect a project negatively.","","Risk"
214,fill_blank,"A _____ includes a review of a project's scope, stakeholders, budget, schedule, and any other internal or external factors that might affect the project.","","Risk Managment Plan"
215,fill_blank,"_____ lists each risk and assesses the likelihood that it could affect a project.","","Risk Indentification"
216,fill_blank,"A _____ is a proactive effort to anticipate a risk and describe an action plan to deal with it.","","Risk Response Plan"
217,fill_blank,"A continuous risk-tracking process can _____.","","Notice changes in existing risks"
218,fill_blank,"_____ can involve a modeling process called what-if analysis, which allows a project manager to vary one or more element(s) in a model to measure the effect on other elements.","","Quantitive Risk Analysis"
219,fill_blank,"_____, a human resource issue, is a possible cause of cost overruns in an organization.","","Inadequate Trianing"
220,fill_blank,"When a project manager first recognizes that a project is in trouble, one of the options available to the manager is _____.","","Delaying the Project Deadline"
221,fill_blank,"Adding more people to a project actually might increase the time necessary to complete the project because of a principle called _____.","","Brooks' Law"
222,fill_blank,"A Gantt chart can simplify a complex project by combining several activities into a task _____ that contains subsidiary tasks.","","Group"
223,fill_blank,"Mauricio estimates that the first module of the project could be completed in as few as 15 days or could take as many as 25 days, but most likely will require 20 days. What is the 20 day estimate called?","","Probable-Case Estimate"
224,fill_blank,"Mauricio has decided to use a project management tool for this project. He wants the tool to be free and cloud-based so that there is no need for software to be installed. Help Mauricio in identifying the project management tool that best fits the purpose.","","Gantter"
225,true_false,"Systems developers use joint application development (JAD) whenever group input and interaction are not desired, because it is linked to a specific development methodology.","True|False",1
226,true_false,"IT professionals recognize that successful systems must be user-oriented, and users need to be involved, formally or informally, at every stage of system development.","True|False",0
227,true_false,"Due to the limited range of input and interaction among participants, few companies believe that a joint application development (JAD) group produces the best definition of a new system.","True|False",1
228,true_false,"Compared with traditional methods, the entire rapid application development (RAD) process is expanded and, as a result, the new system is built, delivered, and placed in operation much later.","True|False",1
229,true_false,"The main objective of all rapid application development (RAD) approaches is to extend development time and expense by excluding users from every phase of systems development.","True|False",1
230,true_false,"Because use cases depict a system through the eyes of a user, common business language can be used to describe the transactions.","True|False",0
231,true_false,"System requirements serve as benchmarks to measure the overall acceptability of a finished system.","True|False",0
232,true_false,"In addition to helping to gather and analyze facts, many programs also automatically perform fact-finding for systems analysts.","True|False",1
233,true_false,"When using fact-finding techniques, asking what is being done is the same as asking what could or should be done.","True|False",1
234,true_false,"Knowledge of a company's formal and informal structures helps a systems analyst determine the people to interview during the systems analysis phase.","True|False",0
235,true_false,"In the early stages of systems analysis, interviews usually focus on specific topics, but as the fact-finding process continues, the interviews become more general.","True|False",1
236,true_false,"Creating a standard list of interview questions helps a systems analyst to keep on track and avoid unnecessary tangents.","True|False",0
237,true_false,"A list of topics should be sent to an interviewee several days before the meeting, especially when detailed information is needed, so the person can prepare for the interview and minimize the need for a follow-up meeting.","True|False",0
238,true_false,"When conducting an interview, after asking a question, allow the person enough time to think about the question and arrive at an answer.","True|False",0
239,true_false,"Although taking notes during an interview has both advantages and disadvantages, the accepted view is that note taking should be extensive.","True|False",1
240,true_false,"System documentation is always up-to-date.","True|False",1
241,true_false,"Personal observation allows a systems analyst to verify statements made in interviews and determine whether procedures really operate as they are described.","True|False",0
242,true_false,"When designing a questionnaire, the most important rule of all is to make sure that questions collect the right data in a form that can be used to further the fact-finding effort.","True|False",0
243,true_false,"When designing a questionnaire, arrange questions in a random order, intermixing simple and more complex topics.","True|False",1
244,true_false,"Before publishing a form on the Internet or a company intranet, a systems analyst should protect it so users can change the layout or design but cannot fill it in.","True|False",1
245,true_false,"The main objective of a sample is to ensure that it represents the overall population accurately.","True|False",0
246,true_false,"A single site visit usually gives true pictures, so it is unnecessary to visit more than one installation.","True|False",1
247,true_false,"The ability to manage information is the mark of a successful systems analyst and an important skill for all IT professionals.","True|False",0
